pair_id,group,selection_rank,condition,overlap_percent,synset,lemma,cjk_token,hiragana_token,cosine_distance
53,random_true,23,overlap_000,0,conceptnet:microbiology:1405,microbiology,厈,むぇきつ,0.7332459688186646
53,random_true,23,overlap_025,25,conceptnet:microbiology:1405,microbiology,厈,むぇきつ,0.832410916686058
53,random_true,23,overlap_050,50,conceptnet:microbiology:1405,microbiology,厈,むぇきつ,0.732663631439209
53,random_true,23,overlap_075,75,conceptnet:microbiology:1405,microbiology,厈,むぇきつ,0.5969905257225037
53,random_true,23,overlap_100,100,conceptnet:microbiology:1405,microbiology,厈,むぇきつ,0.534820556640625
54,random_true,24,overlap_000,0,salad.n.01,salad,犰蘟劋绎,ちべとち,0.7106032371520996
54,random_true,24,overlap_025,25,salad.n.01,salad,犰蘟劋绎,ちべとち,0.7800843715667725
54,random_true,24,overlap_050,50,salad.n.01,salad,犰蘟劋绎,ちべとち,0.8312810361385345
54,random_true,24,overlap_075,75,salad.n.01,salad,犰蘟劋绎,ちべとち,0.5552621185779572
54,random_true,24,overlap_100,100,salad.n.01,salad,犰蘟劋绎,ちべとち,0.5649878680706024
55,random_true,25,overlap_000,0,church_tower.n.01,church tower,婴螵寵蠒,はゅ,0.5823675990104675
55,random_true,25,overlap_025,25,church_tower.n.01,church tower,婴螵寵蠒,はゅ,1.0025868499651551
55,random_true,25,overlap_050,50,church_tower.n.01,church tower,婴螵寵蠒,はゅ,0.48211395740509033
55,random_true,25,overlap_075,75,church_tower.n.01,church tower,婴螵寵蠒,はゅ,0.6864781379699707
55,random_true,25,overlap_100,100,church_tower.n.01,church tower,婴螵寵蠒,はゅ,0.3667256832122803
56,random_true,26,overlap_000,0,princess.n.01,princess,蝤宧萑軜,ぃでよ,0.7700804024934769
56,random_true,26,overlap_025,25,princess.n.01,princess,蝤宧萑軜,ぃでよ,0.6311632394790649
56,random_true,26,overlap_050,50,princess.n.01,princess,蝤宧萑軜,ぃでよ,0.6490867137908936
56,random_true,26,overlap_075,75,princess.n.01,princess,蝤宧萑軜,ぃでよ,0.9969595232978463
56,random_true,26,overlap_100,100,princess.n.01,princess,蝤宧萑軜,ぃでよ,0.552413672208786
57,random_true,27,overlap_000,0,worker.n.01,worker,鑱溟溹,ぅぅづ,0.7682699859142303
57,random_true,27,overlap_025,25,worker.n.01,worker,鑱溟溹,ぅぅづ,0.8282762467861176
57,random_true,27,overlap_050,50,worker.n.01,worker,鑱溟溹,ぅぅづ,0.7114800810813904
57,random_true,27,overlap_075,75,worker.n.01,worker,鑱溟溹,ぅぅづ,0.7733886986970901
57,random_true,27,overlap_100,100,worker.n.01,worker,鑱溟溹,ぅぅづ,0.44013887643814087
58,random_true,28,overlap_000,0,decoration.n.01,decoration,鬫稈跫,ふがゆ,0.839342325925827
58,random_true,28,overlap_025,25,decoration.n.01,decoration,鬫稈跫,ふがゆ,0.851622462272644
58,random_true,28,overlap_050,50,decoration.n.01,decoration,鬫稈跫,ふがゆ,0.6777894496917725
58,random_true,28,overlap_075,75,decoration.n.01,decoration,鬫稈跫,ふがゆ,0.8785749673843384
58,random_true,28,overlap_100,100,decoration.n.01,decoration,鬫稈跫,ふがゆ,0.6055934429168701
59,random_true,29,overlap_000,0,part.n.03,part,闫犀鸆,じどゆ,0.7513510584831238
59,random_true,29,overlap_025,25,part.n.03,part,闫犀鸆,じどゆ,0.73642897605896
59,random_true,29,overlap_050,50,part.n.03,part,闫犀鸆,じどゆ,0.770799919962883
59,random_true,29,overlap_075,75,part.n.03,part,闫犀鸆,じどゆ,0.6219862401485443
59,random_true,29,overlap_100,100,part.n.03,part,闫犀鸆,じどゆ,0.5810018479824066
60,random_true,30,overlap_000,0,conceptnet:museum:1573,museum,途鷈涐,ぺけめひる,0.8676514327526093
60,random_true,30,overlap_025,25,conceptnet:museum:1573,museum,途鷈涐,ぺけめひる,0.4506443738937378
60,random_true,30,overlap_050,50,conceptnet:museum:1573,museum,途鷈涐,ぺけめひる,0.48714005947113037
60,random_true,30,overlap_075,75,conceptnet:museum:1573,museum,途鷈涐,ぺけめひる,0.5824644565582275
60,random_true,30,overlap_100,100,conceptnet:museum:1573,museum,途鷈涐,ぺけめひる,0.5992191433906555
61,far_at_100,1,overlap_000,0,bit.n.02,bit,顃幚萖,ゕるけ,0.9593141786754131
61,far_at_100,1,overlap_025,25,bit.n.02,bit,顃幚萖,ゕるけ,0.9960808167234063
61,far_at_100,1,overlap_050,50,bit.n.02,bit,顃幚萖,ゕるけ,0.7272884845733643
61,far_at_100,1,overlap_075,75,bit.n.02,bit,顃幚萖,ゕるけ,0.8194052278995514
61,far_at_100,1,overlap_100,100,bit.n.02,bit,顃幚萖,ゕるけ,1.04659603536129
62,far_at_100,2,overlap_000,0,insect.n.01,insect,疘膻佝,ぜゃょず,0.6309380829334259
62,far_at_100,2,overlap_025,25,insect.n.01,insect,疘膻佝,ぜゃょず,0.7385909557342529
62,far_at_100,2,overlap_050,50,insect.n.01,insect,疘膻佝,ぜゃょず,0.7301316261291504
62,far_at_100,2,overlap_075,75,insect.n.01,insect,疘膻佝,ぜゃょず,0.43214720487594604
62,far_at_100,2,overlap_100,100,insect.n.01,insect,疘膻佝,ぜゃょず,0.951087236404419
63,far_at_100,3,overlap_000,0,nervous_system.n.01,nervous system,跲嬾芖,がづゕほ,0.7367799878120422
63,far_at_100,3,overlap_025,25,nervous_system.n.01,nervous system,跲嬾芖,がづゕほ,0.8816653564572334
63,far_at_100,3,overlap_050,50,nervous_system.n.01,nervous system,跲嬾芖,がづゕほ,0.5153763592243195
63,far_at_100,3,overlap_075,75,nervous_system.n.01,nervous system,跲嬾芖,がづゕほ,0.4999748468399048
63,far_at_100,3,overlap_100,100,nervous_system.n.01,nervous system,跲嬾芖,がづゕほ,0.9508227184414864
64,far_at_100,4,overlap_000,0,sail.n.01,sail,屪嬽謵諝,は,1.0202290005981922
64,far_at_100,4,overlap_025,25,sail.n.01,sail,屪嬽謵諝,は,0.9155688136816025
64,far_at_100,4,overlap_050,50,sail.n.01,sail,屪嬽謵諝,は,0.7480630278587341
64,far_at_100,4,overlap_075,75,sail.n.01,sail,屪嬽謵諝,は,0.8053379058837891
64,far_at_100,4,overlap_100,100,sail.n.01,sail,屪嬽謵諝,は,0.937528308480978
65,far_at_100,5,overlap_000,0,cap.n.04,cap,斒,やいう,0.7769752889871597
65,far_at_100,5,overlap_025,25,cap.n.04,cap,斒,やいう,0.8091103732585907
65,far_at_100,5,overlap_050,50,cap.n.04,cap,斒,やいう,0.7814224362373352
65,far_at_100,5,overlap_075,75,cap.n.04,cap,斒,やいう,0.669552356004715
65,far_at_100,5,overlap_100,100,cap.n.04,cap,斒,やいう,0.9036098942160606
66,far_at_100,6,overlap_000,0,conceptnet:closet:1314,closet,演兹鉯洕,ゅだゑつ,0.811747282743454
66,far_at_100,6,overlap_025,25,conceptnet:closet:1314,closet,演兹鉯洕,ゅだゑつ,0.7851736098527908
66,far_at_100,6,overlap_050,50,conceptnet:closet:1314,closet,演兹鉯洕,ゅだゑつ,0.6640011668205261
66,far_at_100,6,overlap_075,75,conceptnet:closet:1314,closet,演兹鉯洕,ゅだゑつ,0.5801103413105011
66,far_at_100,6,overlap_100,100,conceptnet:closet:1314,closet,演兹鉯洕,ゅだゑつ,0.8980164974927902
67,far_at_100,7,overlap_000,0,executive.n.01,executive,咶囹,ねたぱ,0.93602654337883
67,far_at_100,7,overlap_025,25,executive.n.01,executive,咶囹,ねたぱ,0.48640507459640503
67,far_at_100,7,overlap_050,50,executive.n.01,executive,咶囹,ねたぱ,0.6368941366672516
67,far_at_100,7,overlap_075,75,executive.n.01,executive,咶囹,ねたぱ,0.7695700079202652
67,far_at_100,7,overlap_100,100,executive.n.01,executive,咶囹,ねたぱ,0.8902280852198601
68,far_at_100,8,overlap_000,0,paint.n.01,paint,芔濣笚圗,せせゎぅ,0.9148764088749886
68,far_at_100,8,overlap_025,25,paint.n.01,paint,芔濣笚圗,せせゎぅ,1.0085178967565298
68,far_at_100,8,overlap_050,50,paint.n.01,paint,芔濣笚圗,せせゎぅ,0.6892755925655365
68,far_at_100,8,overlap_075,75,paint.n.01,paint,芔濣笚圗,せせゎぅ,0.658847987651825
68,far_at_100,8,overlap_100,100,paint.n.01,paint,芔濣笚圗,せせゎぅ,0.8818158432841301
69,far_at_100,9,overlap_000,0,conceptnet:slang:1201,slang,瑓荠岡,そは,0.660362035036087
69,far_at_100,9,overlap_025,25,conceptnet:slang:1201,slang,瑓荠岡,そは,0.7892614006996155
69,far_at_100,9,overlap_050,50,conceptnet:slang:1201,slang,瑓荠岡,そは,0.7259684205055237
69,far_at_100,9,overlap_075,75,conceptnet:slang:1201,slang,瑓荠岡,そは,0.7132686376571655
69,far_at_100,9,overlap_100,100,conceptnet:slang:1201,slang,瑓荠岡,そは,0.8747618198394775
70,far_at_100,10,overlap_000,0,officeholder.n.01,officeholder,獰癹夔雩,ぜつど,0.8574676662683487
70,far_at_100,10,overlap_025,25,officeholder.n.01,officeholder,獰癹夔雩,ぜつど,0.7066538631916046
70,far_at_100,10,overlap_050,50,officeholder.n.01,officeholder,獰癹夔雩,ぜつど,0.8327282071113586
70,far_at_100,10,overlap_075,75,officeholder.n.01,officeholder,獰癹夔雩,ぜつど,0.8191589862108231
70,far_at_100,10,overlap_100,100,officeholder.n.01,officeholder,獰癹夔雩,ぜつど,0.8624542057514191
71,far_at_100,11,overlap_000,0,feather_star.n.01,feather star,耽疍築奊,らづせみ,0.6970418393611908
71,far_at_100,11,overlap_025,25,feather_star.n.01,feather star,耽疍築奊,らづせみ,0.7621243894100189
71,far_at_100,11,overlap_050,50,feather_star.n.01,feather star,耽疍築奊,らづせみ,0.5819388329982758
71,far_at_100,11,overlap_075,75,feather_star.n.01,feather star,耽疍築奊,らづせみ,0.4240334630012512
71,far_at_100,11,overlap_100,100,feather_star.n.01,feather star,耽疍築奊,らづせみ,0.8545825034379959
72,far_at_100,12,overlap_000,0,official.n.01,official,拸,けひご,0.9525136761367321
72,far_at_100,12,overlap_025,25,official.n.01,official,拸,けひご,0.9606288224458694
72,far_at_100,12,overlap_050,50,official.n.01,official,拸,けひご,0.8204996287822723
72,far_at_100,12,overlap_075,75,official.n.01,official,拸,けひご,0.7396412789821625
72,far_at_100,12,overlap_100,100,official.n.01,official,拸,けひご,0.8521978855133057
73,far_at_100,13,overlap_000,0,conceptnet:computing:1203,computing,庒闷鳐,ごぶ,0.8190224170684814
73,far_at_100,13,overlap_025,25,conceptnet:computing:1203,computing,庒闷鳐,ごぶ,0.5035994052886963
73,far_at_100,13,overlap_050,50,conceptnet:computing:1203,computing,庒闷鳐,ごぶ,0.593792200088501
73,far_at_100,13,overlap_075,75,conceptnet:computing:1203,computing,庒闷鳐,ごぶ,0.6418342888355255
73,far_at_100,13,overlap_100,100,conceptnet:computing:1203,computing,庒闷鳐,ごぶ,0.8421705663204193
74,far_at_100,14,overlap_000,0,hotel.n.01,hotel,獟樽乵,うごぃ,0.951440367847681
74,far_at_100,14,overlap_025,25,hotel.n.01,hotel,獟樽乵,うごぃ,0.6444190740585327
74,far_at_100,14,overlap_050,50,hotel.n.01,hotel,獟樽乵,うごぃ,0.9237140789628029
74,far_at_100,14,overlap_075,75,hotel.n.01,hotel,獟樽乵,うごぃ,0.8464114367961884
74,far_at_100,14,overlap_100,100,hotel.n.01,hotel,獟樽乵,うごぃ,0.8421027362346649
75,far_at_100,15,overlap_000,0,conceptnet:drawer:1703,drawer,覦,ゆのぼれ,0.6962359249591827
75,far_at_100,15,overlap_025,25,conceptnet:drawer:1703,drawer,覦,ゆのぼれ,0.6301161050796509
75,far_at_100,15,overlap_050,50,conceptnet:drawer:1703,drawer,覦,ゆのぼれ,0.6561021506786346
75,far_at_100,15,overlap_075,75,conceptnet:drawer:1703,drawer,覦,ゆのぼれ,0.6155442595481873
75,far_at_100,15,overlap_100,100,conceptnet:drawer:1703,drawer,覦,ゆのぼれ,0.8409228175878525
76,far_at_100,16,overlap_000,0,conceptnet:bottom_of_sea:1537,bottom of sea,耒銋飲汘暗,はむせ,0.9750683344900608
76,far_at_100,16,overlap_025,25,conceptnet:bottom_of_sea:1537,bottom of sea,耒銋飲汘暗,はむせ,0.6780062317848206
76,far_at_100,16,overlap_050,50,conceptnet:bottom_of_sea:1537,bottom of sea,耒銋飲汘暗,はむせ,0.6025737524032593
76,far_at_100,16,overlap_075,75,conceptnet:bottom_of_sea:1537,bottom of sea,耒銋飲汘暗,はむせ,0.42517387866973877
76,far_at_100,16,overlap_100,100,conceptnet:bottom_of_sea:1537,bottom of sea,耒銋飲汘暗,はむせ,0.8340170383453369
77,far_at_100,17,overlap_000,0,design.n.04,design,程焄唌玸,す,0.9122201502323151
77,far_at_100,17,overlap_025,25,design.n.04,design,程焄唌玸,す,0.8692778199911118
77,far_at_100,17,overlap_050,50,design.n.04,design,程焄唌玸,す,1.0192282497882843
77,far_at_100,17,overlap_075,75,design.n.04,design,程焄唌玸,す,0.6706616282463074
77,far_at_100,17,overlap_100,100,design.n.04,design,程焄唌玸,す,0.8301312327384949
78,far_at_100,18,overlap_000,0,nerve_cell.n.01,nerve cell,蔎攱餰鸐,ぱるらび,0.7250919342041016
78,far_at_100,18,overlap_025,25,nerve_cell.n.01,nerve cell,蔎攱餰鸐,ぱるらび,0.7860706448554993
78,far_at_100,18,overlap_050,50,nerve_cell.n.01,nerve cell,蔎攱餰鸐,ぱるらび,0.621943324804306
78,far_at_100,18,overlap_075,75,nerve_cell.n.01,nerve cell,蔎攱餰鸐,ぱるらび,0.5806024074554443
78,far_at_100,18,overlap_100,100,nerve_cell.n.01,nerve cell,蔎攱餰鸐,ぱるらび,0.8299901783466339
79,far_at_100,19,overlap_000,0,conceptnet:box:1293,box,踁糍,ぎゔ,0.796615719795227
79,far_at_100,19,overlap_025,25,conceptnet:box:1293,box,踁糍,ぎゔ,0.7492355108261108
79,far_at_100,19,overlap_050,50,conceptnet:box:1293,box,踁糍,ぎゔ,0.5606112480163574
79,far_at_100,19,overlap_075,75,conceptnet:box:1293,box,踁糍,ぎゔ,0.7432254254817963
79,far_at_100,19,overlap_100,100,conceptnet:box:1293,box,踁糍,ぎゔ,0.8286645412445068
80,far_at_100,20,overlap_000,0,bite.n.04,bite,偌脪,べぃ,0.9769551232457161
80,far_at_100,20,overlap_025,25,bite.n.04,bite,偌脪,べぃ,0.8339696824550629
80,far_at_100,20,overlap_050,50,bite.n.04,bite,偌脪,べぃ,0.9911665543913841
80,far_at_100,20,overlap_075,75,bite.n.04,bite,偌脪,べぃ,0.8815118446946144
80,far_at_100,20,overlap_100,100,bite.n.04,bite,偌脪,べぃ,0.820717066526413
81,far_at_100,21,overlap_000,0,house.n.01,house,诏饶巑,ぼよ,0.8647026121616364
81,far_at_100,21,overlap_025,25,house.n.01,house,诏饶巑,ぼよ,0.7511824667453766
81,far_at_100,21,overlap_050,50,house.n.01,house,诏饶巑,ぼよ,1.1382250636816025
81,far_at_100,21,overlap_075,75,house.n.01,house,诏饶巑,ぼよ,0.7478610873222351
81,far_at_100,21,overlap_100,100,house.n.01,house,诏饶巑,ぼよ,0.8176494240760803
82,far_at_100,22,overlap_000,0,administrator.n.01,administrator,麴,ばゃゕげ,0.8917879015207291
82,far_at_100,22,overlap_025,25,administrator.n.01,administrator,麴,ばゃゕげ,0.6404310762882233
82,far_at_100,22,overlap_050,50,administrator.n.01,administrator,麴,ばゃゕげ,0.5281166434288025
82,far_at_100,22,overlap_075,75,administrator.n.01,administrator,麴,ばゃゕげ,0.7704438865184784
82,far_at_100,22,overlap_100,100,administrator.n.01,administrator,麴,ばゃゕげ,0.8125080615282059
83,far_at_100,23,overlap_000,0,choice_morsel.n.01,choice morsel,吰琡笇樷,ぁるぇ,1.0508116744458675
83,far_at_100,23,overlap_025,25,choice_morsel.n.01,choice morsel,吰琡笇樷,ぁるぇ,0.8251443058252335
83,far_at_100,23,overlap_050,50,choice_morsel.n.01,choice morsel,吰琡笇樷,ぁるぇ,0.5582302212715149
83,far_at_100,23,overlap_075,75,choice_morsel.n.01,choice morsel,吰琡笇樷,ぁるぇ,0.7578321993350983
83,far_at_100,23,overlap_100,100,choice_morsel.n.01,choice morsel,吰琡笇樷,ぁるぇ,0.8019965887069702
84,far_at_100,24,overlap_000,0,conceptnet:pejorative:1485,pejorative,誠鎃紨夣,ひ,0.7731912732124329
84,far_at_100,24,overlap_025,25,conceptnet:pejorative:1485,pejorative,誠鎃紨夣,ひ,0.6016307771205902
84,far_at_100,24,overlap_050,50,conceptnet:pejorative:1485,pejorative,誠鎃紨夣,ひ,0.48733586072921753
84,far_at_100,24,overlap_075,75,conceptnet:pejorative:1485,pejorative,誠鎃紨夣,ひ,0.5935760736465454
84,far_at_100,24,overlap_100,100,conceptnet:pejorative:1485,pejorative,誠鎃紨夣,ひ,0.7998776584863663
85,far_at_100,25,overlap_000,0,earflap.n.01,earflap,墸时倪,ばえほ,0.6623122692108154
85,far_at_100,25,overlap_025,25,earflap.n.01,earflap,墸时倪,ばえほ,0.7259365916252136
85,far_at_100,25,overlap_050,50,earflap.n.01,earflap,墸时倪,ばえほ,0.8596833199262619
85,far_at_100,25,overlap_075,75,earflap.n.01,earflap,墸时倪,ばえほ,0.589691698551178
85,far_at_100,25,overlap_100,100,earflap.n.01,earflap,墸时倪,ばえほ,0.7996685802936554
86,far_at_100,26,overlap_000,0,clerk.n.01,clerk,忌屼硰垱,ぐぽせも,0.8396943211555481
86,far_at_100,26,overlap_025,25,clerk.n.01,clerk,忌屼硰垱,ぐぽせも,0.8007065057754517
86,far_at_100,26,overlap_050,50,clerk.n.01,clerk,忌屼硰垱,ぐぽせも,0.743505209684372
86,far_at_100,26,overlap_075,75,clerk.n.01,clerk,忌屼硰垱,ぐぽせも,0.7545964419841766
86,far_at_100,26,overlap_100,100,clerk.n.01,clerk,忌屼硰垱,ぐぽせも,0.7979864329099655
87,far_at_100,27,overlap_000,0,defile.n.01,defile,迁朌蔭茼,たでとれ,0.8605633527040482
87,far_at_100,27,overlap_025,25,defile.n.01,defile,迁朌蔭茼,たでとれ,0.6514872610569
87,far_at_100,27,overlap_050,50,defile.n.01,defile,迁朌蔭茼,たでとれ,0.7894375920295715
87,far_at_100,27,overlap_075,75,defile.n.01,defile,迁朌蔭茼,たでとれ,0.5381819009780884
87,far_at_100,27,overlap_100,100,defile.n.01,defile,迁朌蔭茼,たでとれ,0.7977756857872009
88,far_at_100,28,overlap_000,0,address.n.02,address,蛹,うそこむ,1.020931851118803
88,far_at_100,28,overlap_025,25,address.n.02,address,蛹,うそこむ,0.9013449847698212
88,far_at_100,28,overlap_050,50,address.n.02,address,蛹,うそこむ,0.9782369881868362
88,far_at_100,28,overlap_075,75,address.n.02,address,蛹,うそこむ,0.815343052148819
88,far_at_100,28,overlap_100,100,address.n.02,address,蛹,うそこむ,0.7970115095376968
89,far_at_100,29,overlap_000,0,necessity.n.02,necessity,譛綌黽靅,わばこま,0.7786495089530945
89,far_at_100,29,overlap_025,25,necessity.n.02,necessity,譛綌黽靅,わばこま,0.8461543321609497
89,far_at_100,29,overlap_050,50,necessity.n.02,necessity,譛綌黽靅,わばこま,0.8883343413472176
89,far_at_100,29,overlap_075,75,necessity.n.02,necessity,譛綌黽靅,わばこま,0.7124668657779694
89,far_at_100,29,overlap_100,100,necessity.n.02,necessity,譛綌黽靅,わばこま,0.7956599444150925
90,far_at_100,30,overlap_000,0,patch.n.03,patch,祉乹囑綜唍,げふくに,1.0304205231368542
90,far_at_100,30,overlap_025,25,patch.n.03,patch,祉乹囑綜唍,げふくに,0.9033786281943321
90,far_at_100,30,overlap_050,50,patch.n.03,patch,祉乹囑綜唍,げふくに,0.6947792768478394
90,far_at_100,30,overlap_075,75,patch.n.03,patch,祉乹囑綜唍,げふくに,0.7422475814819336
90,far_at_100,30,overlap_100,100,patch.n.03,patch,祉乹囑綜唍,げふくに,0.7948272675275803
